latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.56271,-1.37235,328.46,0.4,0.37,2023-01-04,1250,N20,VIIRS,n,2,288.48,1.74,D,0
41.272,-0.03422,337.38,0.39,0.36,2023-01-04,1250,N20,VIIRS,n,2,285.92,3.36,D,0
40.14354,-0.76847,335.15,0.4,0.37,2023-01-04,1250,N20,VIIRS,n,2,288.98,2.68,D,0
42.39202,-2.7368,329.53,0.43,0.38,2023-01-04,1251,N20,VIIRS,n,2,283.68,3.62,D,0
41.31484,1.65958,299.37,0.59,0.53,2023-01-05,0108,N20,VIIRS,n,2,278.11,1.3,N,2
43.52861,-5.73226,300.82,0.73,0.76,2023-01-05,0108,N20,VIIRS,n,2,281.63,1.66,N,2
38.37592,-0.54748,299.39,0.36,0.58,2023-01-05,0109,N20,VIIRS,n,2,280.63,0.65,N,2
39.95175,-0.00671,295.33,0.35,0.57,2023-01-05,0109,N20,VIIRS,n,2,282.41,0.76,N,2
43.52469,-5.73069,298.93,0.39,0.44,2023-01-05,0248,N20,VIIRS,n,2,280.73,0.55,N,2
41.31418,1.6608,311.25,0.5,0.66,2023-01-05,0248,N20,VIIRS,n,2,279.15,1.63,N,2
43.54229,-5.83009,295.74,0.39,0.44,2023-01-05,0248,N20,VIIRS,n,2,280.91,1.21,N,2
43.36382,-4.10135,300.82,0.47,0.48,2023-01-05,0248,N20,VIIRS,n,2,276.84,0.84,N,0
38.37815,-0.54692,295.73,0.47,0.64,2023-01-05,0249,N20,VIIRS,n,2,279.27,0.74,N,0
37.35887,-5.86561,295.86,0.53,0.5,2023-01-05,0250,N20,VIIRS,n,2,281.66,1.08,N,2
43.39339,-5.28368,334.56,0.55,0.51,2023-01-05,1232,N20,VIIRS,n,2,288.52,3.07,D,0
43.53924,-5.82732,337.37,0.57,0.52,2023-01-05,1232,N20,VIIRS,n,2,288.38,9.19,D,2
42.50441,-2.94304,331.04,0.67,0.73,2023-01-05,1413,N20,VIIRS,n,2,285.09,4.46,D,0
43.52699,-5.7318,313.74,0.4,0.37,2023-01-06,0230,N20,VIIRS,n,2,275.59,1.06,N,2
41.31276,1.66254,305.24,0.59,0.53,2023-01-06,0230,N20,VIIRS,n,2,277.44,1.79,N,2
41.60144,-3.87953,336.27,0.48,0.4,2023-01-06,0230,N20,VIIRS,n,2,272.97,6.16,N,0
41.05207,-5.69445,301.48,0.43,0.38,2023-01-06,0230,N20,VIIRS,n,2,270.28,0.76,N,0
40.96164,-6.48462,304.16,0.41,0.37,2023-01-06,0230,N20,VIIRS,n,2,271.06,0.74,N,0
43.44171,-3.84526,308.13,0.45,0.39,2023-01-06,0230,N20,VIIRS,n,2,279.87,1.24,N,2
43.22826,-3.75425,295.22,0.46,0.39,2023-01-06,0230,N20,VIIRS,n,2,276.73,0.64,N,0
43.52367,-5.7329,296.72,0.4,0.37,2023-01-06,0230,N20,VIIRS,n,2,276.26,1.06,N,2
38.37746,-0.54726,299.69,0.54,0.51,2023-01-06,0231,N20,VIIRS,n,2,277.96,1.34,N,2
37.56798,-0.91734,316.35,0.54,0.51,2023-01-06,0231,N20,VIIRS,n,2,281.29,1.75,N,2
37.36028,-5.86396,302.92,0.47,0.4,2023-01-06,0231,N20,VIIRS,n,2,281.33,0.75,N,2
41.59833,-3.87259,327.56,0.44,0.63,2023-01-06,1213,N20,VIIRS,n,2,279.7,3.34,D,0
43.14594,-1.793,355.55,0.32,0.54,2023-01-06,1213,N20,VIIRS,n,2,289.31,17.66,D,0
43.15189,-1.79067,356.31,0.32,0.54,2023-01-06,1213,N20,VIIRS,l,2,288.16,9.11,D,0
43.14243,-1.80643,329.72,0.32,0.55,2023-01-06,1213,N20,VIIRS,n,2,288.32,3.92,D,0
43.14693,-1.78923,348.15,0.32,0.54,2023-01-06,1213,N20,VIIRS,n,2,285.61,9.11,D,0
43.52579,-5.7329,327.8,0.48,0.64,2023-01-06,1214,N20,VIIRS,n,2,287.01,4.07,D,2
38.77179,-1.74525,340.81,0.41,0.61,2023-01-06,1353,N20,VIIRS,n,2,285.56,4.78,D,0
39.45165,-3.66019,355.57,0.33,0.55,2023-01-06,1353,N20,VIIRS,n,2,289.13,4.27,D,0
41.59847,-3.87516,342.21,0.33,0.56,2023-01-06,1353,N20,VIIRS,n,2,284.54,5.59,D,0
43.10809,-1.32149,324.21,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,280.97,28.88,N,0
43.11293,-1.3093,295.51,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,276.85,0.39,N,0
43.03676,-2.22149,297.77,0.39,0.36,2023-01-07,0211,N20,VIIRS,n,2,269.92,0.64,N,2
43.09961,-1.3133,303.55,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,278.61,3.01,N,0
43.10052,-1.31838,315.6,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,278.5,2.34,N,0
43.10296,-1.31241,309.64,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,291.84,26.5,N,0
43.10477,-1.32254,300.58,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,278.17,28.88,N,0
43.10387,-1.31746,330.59,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,317.69,28.88,N,0
43.10629,-1.31144,312.53,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,278.47,26.5,N,0
43.10719,-1.31645,351.09,0.4,0.37,2023-01-07,0211,N20,VIIRS,n,2,284.99,28.88,N,0
43.17192,-3.7383,311.74,0.38,0.36,2023-01-07,0211,N20,VIIRS,n,2,271.85,1.22,N,0
43.1716,-3.71393,327.86,0.38,0.36,2023-01-07,0211,N20,VIIRS,n,2,276.04,2.2,N,0
37.35975,-5.8679,297.04,0.39,0.36,2023-01-07,0212,N20,VIIRS,n,2,280.3,0.58,N,2
40.71821,0.84002,343.47,0.33,0.55,2023-01-07,1334,N20,VIIRS,n,2,288.29,4.81,D,0
36.86403,-3.61495,295.59,0.43,0.38,2023-01-08,0154,N20,VIIRS,n,2,278.54,0.52,N,0
36.96849,-1.90688,316.71,0.39,0.36,2023-01-08,0154,N20,VIIRS,n,2,283.72,0.81,N,2
41.31267,1.65904,307.76,0.45,0.39,2023-01-09,0133,N20,VIIRS,n,2,282.91,0.99,N,2
43.34615,-8.44033,296.12,0.48,0.65,2023-01-09,0133,N20,VIIRS,n,2,278.13,1.1,N,0
28.61587,-17.86987,300.25,0.4,0.44,2023-01-09,0318,N20,VIIRS,n,2,287.61,1.78,N,0
28.61521,-17.86659,298.49,0.4,0.44,2023-01-09,0318,N20,VIIRS,n,2,287.37,1.02,N,0
37.98493,-1.37403,346.69,0.4,0.37,2023-01-09,1256,N20,VIIRS,n,2,292.67,8.24,D,0
37.68269,-1.17723,343.36,0.4,0.37,2023-01-09,1256,N20,VIIRS,n,2,296.24,5.8,D,0
42.43014,-2.73128,327.92,0.39,0.37,2023-01-09,1257,N20,VIIRS,n,2,284.89,1.75,D,0
41.66456,0.69696,326.99,0.39,0.37,2023-01-09,1257,N20,VIIRS,n,2,283.95,2.06,D,0
41.28472,-0.06105,337.81,0.39,0.36,2023-01-09,1257,N20,VIIRS,n,2,286.25,5.13,D,0
41.52666,0.46356,327.52,0.39,0.36,2023-01-09,1257,N20,VIIRS,n,2,284.38,1.7,D,0
41.6623,0.69609,329.81,0.39,0.37,2023-01-09,1257,N20,VIIRS,n,2,284.99,3.15,D,0
43.22852,-2.88048,307.64,0.44,0.62,2023-01-10,0114,N20,VIIRS,n,2,275.31,1.31,N,2
42.6981,-3.00208,306.63,0.44,0.62,2023-01-10,0114,N20,VIIRS,n,2,272.5,3.44,N,0
42.70388,-3.00155,342.96,0.44,0.62,2023-01-10,0114,N20,VIIRS,n,2,273.39,3.44,N,0
36.96766,-1.90621,306.33,0.34,0.56,2023-01-10,0116,N20,VIIRS,n,2,284.85,0.79,N,2
41.31348,1.65999,306.15,0.6,0.71,2023-01-10,0255,N20,VIIRS,n,2,278.68,1.78,N,2
43.22659,-2.87838,298.57,0.32,0.55,2023-01-10,0255,N20,VIIRS,n,2,272.17,0.51,N,2
42.702,-2.9975,355.74,0.33,0.55,2023-01-10,0255,N20,VIIRS,n,2,272.83,4.55,N,0
41.31468,1.66041,306.03,0.6,0.71,2023-01-10,0255,N20,VIIRS,n,2,278.74,1.74,N,2
37.36086,-5.86698,299.86,0.32,0.55,2023-01-10,0256,N20,VIIRS,n,2,282.47,0.81,N,2
38.6727,-0.26294,331.85,0.51,0.41,2023-01-10,1237,N20,VIIRS,n,2,285.11,7.87,D,0
39.71861,3.17294,328.9,0.39,0.36,2023-01-10,1237,N20,VIIRS,n,2,278.6,2.02,D,0
38.67628,-0.26467,328.19,0.51,0.41,2023-01-10,1237,N20,VIIRS,n,2,287.29,7.87,D,0
38.67517,-0.26825,327.7,0.51,0.41,2023-01-10,1237,N20,VIIRS,n,2,291.08,9.51,D,0
42.50497,-2.94044,337.96,0.57,0.43,2023-01-10,1238,N20,VIIRS,n,2,285.09,7.99,D,0
42.69898,-2.99778,326.4,0.56,0.43,2023-01-10,1238,N20,VIIRS,n,2,281.1,3.57,D,0
40.74062,0.53671,327.69,0.44,0.39,2023-01-10,1238,N20,VIIRS,n,2,288.83,2.64,D,0
41.16638,1.13345,329.63,0.42,0.38,2023-01-10,1238,N20,VIIRS,n,2,288.62,3.08,D,0
41.81546,2.73022,328.79,0.39,0.36,2023-01-10,1238,N20,VIIRS,n,2,285.52,2.48,D,0
41.1468,-4.17392,332.85,0.46,0.47,2023-01-10,1238,N20,VIIRS,n,2,277.92,3.71,D,0
43.03581,-2.22019,297.54,0.41,0.45,2023-01-11,0236,N20,VIIRS,n,2,276.54,0.97,N,2
43.22692,-2.87713,295.45,0.38,0.43,2023-01-11,0236,N20,VIIRS,n,2,280.83,0.57,N,0
36.96545,-1.90535,298.8,0.6,0.53,2023-01-11,0237,N20,VIIRS,n,2,283.97,1.05,N,2
37.65685,-1.64074,299.57,0.59,0.53,2023-01-11,0237,N20,VIIRS,n,2,279.54,1.55,N,0
37.35922,-5.86492,299.04,0.55,0.43,2023-01-11,0238,N20,VIIRS,n,2,282.71,1.22,N,2
39.32632,-0.43456,325.78,0.57,0.52,2023-01-11,1218,N20,VIIRS,n,2,289.47,2.03,D,0
43.52395,-5.72985,325.35,0.4,0.6,2023-01-11,1220,N20,VIIRS,n,2,286,2.75,D,2
43.52119,-5.72726,326.3,0.34,0.56,2023-01-11,1400,N20,VIIRS,n,2,285.89,3.84,D,0
43.5278,-5.72754,295.53,0.39,0.36,2023-01-12,0217,N20,VIIRS,n,2,275.14,0.95,N,2
43.53107,-5.72955,307.43,0.39,0.36,2023-01-12,0217,N20,VIIRS,n,2,273.64,0.91,N,2
43.5285,-5.73227,303.04,0.39,0.36,2023-01-12,0217,N20,VIIRS,n,2,276.07,0.84,N,2
43.54008,-5.8328,305.63,0.39,0.36,2023-01-12,0217,N20,VIIRS,n,2,274.46,1.31,N,2
43.52522,-5.73319,298.39,0.39,0.36,2023-01-12,0217,N20,VIIRS,n,2,274.23,0.84,N,2
41.40678,1.99836,302.62,0.43,0.46,2023-01-12,0217,N20,VIIRS,n,2,278.47,0.86,N,2
41.31361,1.66253,315.21,0.41,0.45,2023-01-12,0217,N20,VIIRS,n,2,280.22,1.95,N,2
37.36042,-5.86681,306.38,0.39,0.36,2023-01-12,0219,N20,VIIRS,n,2,283.76,1.06,N,2
38.37981,-6.48541,298.62,0.38,0.36,2023-01-12,0219,N20,VIIRS,n,2,278.74,0.61,N,2
38.3377,-1.68634,331.03,0.62,0.71,2023-01-12,1200,N20,VIIRS,n,2,286.72,4.03,D,0
38.18913,-0.74923,334.48,0.56,0.69,2023-01-12,1200,N20,VIIRS,n,2,286.12,2.57,D,0
38.2494,-1.67408,338.97,0.62,0.72,2023-01-12,1200,N20,VIIRS,n,2,289.73,7.15,D,0
38.33802,-1.69112,325.31,0.55,0.51,2023-01-12,1340,N20,VIIRS,n,2,290.91,2.25,D,0
38.18723,-0.74931,337.91,0.62,0.54,2023-01-12,1340,N20,VIIRS,n,2,289.57,8.81,D,0
41.40831,1.99739,299.55,0.42,0.38,2023-01-13,0158,N20,VIIRS,n,2,272.79,1.13,N,2
41.45415,1.97787,310.21,0.42,0.37,2023-01-13,0158,N20,VIIRS,n,2,272.42,1.66,N,2
41.3128,1.66081,311.12,0.41,0.37,2023-01-13,0158,N20,VIIRS,n,2,278.05,1.8,N,2
36.96833,-1.90491,310.83,0.38,0.36,2023-01-13,0200,N20,VIIRS,n,2,282.38,1.38,N,2
36.51237,-4.95309,300.43,0.42,0.37,2023-01-13,0200,N20,VIIRS,n,2,281.54,0.4,N,0
37.06428,-3.92009,330.89,0.4,0.37,2023-01-13,1321,N20,VIIRS,n,2,292.21,1.99,D,0
37.61001,-5.25939,329.06,0.39,0.36,2023-01-13,1321,N20,VIIRS,n,2,290.18,2.75,D,0
37.6133,-5.26015,328.66,0.39,0.36,2023-01-13,1321,N20,VIIRS,n,2,288.63,1.68,D,0
38.1594,-6.61451,337.92,0.39,0.36,2023-01-13,1321,N20,VIIRS,n,2,288.36,2.74,D,0
40.47282,-5.67823,328.43,0.39,0.36,2023-01-13,1322,N20,VIIRS,n,2,285.69,2.55,D,0
41.92453,0.17873,333.12,0.43,0.46,2023-01-13,1322,N20,VIIRS,n,2,285.46,4.08,D,2
43.22419,-2.87839,314.12,0.42,0.45,2023-01-14,0139,N20,VIIRS,n,2,276.42,1.14,N,2
43.22586,-2.88149,310.3,0.42,0.45,2023-01-14,0139,N20,VIIRS,n,2,276.09,1.62,N,2
42.17543,-1.75241,298.76,0.54,0.42,2023-01-14,0140,N20,VIIRS,n,2,253.83,0.35,N,0
41.60536,2.02195,302.45,0.4,0.37,2023-01-14,0140,N20,VIIRS,n,2,274.93,0.4,N,0
42.23256,-1.88321,295.52,0.55,0.43,2023-01-14,0140,N20,VIIRS,n,2,271.94,0.86,N,0
41.60202,2.02106,304,0.4,0.37,2023-01-14,0140,N20,VIIRS,n,2,275.97,0.91,N,0
41.31189,1.65952,311.67,0.41,0.37,2023-01-14,0140,N20,VIIRS,n,2,278.55,1.54,N,2
36.96799,-1.90586,305.72,0.48,0.4,2023-01-14,0141,N20,VIIRS,n,2,283.28,1.69,N,2
37.76918,-1.48739,295.02,0.47,0.4,2023-01-14,0141,N20,VIIRS,n,2,276.57,0.54,N,0
43.16884,-6.46459,307.56,0.44,0.62,2023-01-14,0320,N20,VIIRS,n,2,270.64,0.72,N,0
43.52825,-5.72947,299.2,0.46,0.63,2023-01-14,0320,N20,VIIRS,n,2,277.68,1.43,N,2
43.52818,-5.73076,295.47,0.46,0.63,2023-01-14,0320,N20,VIIRS,n,2,276.57,0.86,N,2
43.52661,-5.7255,298.59,0.46,0.63,2023-01-14,0320,N20,VIIRS,n,2,275.84,0.86,N,2
43.16732,-6.45951,295.89,0.44,0.62,2023-01-14,0320,N20,VIIRS,n,2,275.31,1.24,N,0
43.17031,-6.46024,312.53,0.44,0.62,2023-01-14,0320,N20,VIIRS,n,2,272.11,1.43,N,0
38.67501,-4.15103,333.4,0.42,0.38,2023-01-14,1302,N20,VIIRS,n,2,287.71,0.96,D,0
37.9915,-5.25384,327.74,0.46,0.39,2023-01-14,1302,N20,VIIRS,n,2,287.83,1.73,D,0
39.41263,-2.41734,335.76,0.39,0.36,2023-01-14,1302,N20,VIIRS,n,2,287.28,1.81,D,0
42.57676,-1.97357,327.99,0.39,0.36,2023-01-14,1303,N20,VIIRS,n,2,268.68,3.02,D,0
41.60587,-0.83554,333.5,0.4,0.37,2023-01-14,1303,N20,VIIRS,n,2,283.71,1.54,D,0
41.56815,-1.29986,332.53,0.39,0.36,2023-01-14,1303,N20,VIIRS,n,2,287,2.49,D,0
39.3815,-3.21354,302.1,0.35,0.57,2023-01-15,0121,N20,VIIRS,n,2,267.75,0.81,N,0
37.78607,-3.60597,308.08,0.36,0.57,2023-01-15,0122,N20,VIIRS,n,2,275.25,1.49,N,0
38.88774,-3.71965,297.86,0.37,0.58,2023-01-15,0122,N20,VIIRS,n,2,265.17,0.61,N,0
39.38433,-3.2124,311.04,0.47,0.64,2023-01-15,0302,N20,VIIRS,n,2,273.38,1.41,N,0
37.78764,-3.60318,303.96,0.5,0.66,2023-01-15,0302,N20,VIIRS,n,2,274.13,0.99,N,0
38.88292,-3.72299,295.99,0.46,0.64,2023-01-15,0302,N20,VIIRS,n,2,272.5,0.97,N,0
37.57238,-0.92126,313.72,0.46,0.64,2023-01-16,0103,N20,VIIRS,n,2,283.86,0.93,N,2
37.57415,-0.92178,308.16,0.46,0.64,2023-01-16,0103,N20,VIIRS,n,2,282.63,0.88,N,2
37.57165,-0.91718,300.14,0.4,0.6,2023-01-16,0243,N20,VIIRS,n,2,282.22,1.66,N,2
37.57063,-0.9134,309.99,0.4,0.6,2023-01-16,0243,N20,VIIRS,n,2,281.88,1.1,N,2
39.47544,-0.50015,345.82,0.37,0.58,2023-01-16,0243,N20,VIIRS,n,2,263.38,3.95,N,0
36.96529,-1.90661,298.63,0.36,0.58,2023-01-16,0244,N20,VIIRS,n,2,281.51,0.56,N,2
38.24407,-1.67668,334.83,0.58,0.52,2023-01-16,1225,N20,VIIRS,n,2,286.64,6.22,D,0
38.2487,-1.67851,347.18,0.58,0.52,2023-01-16,1225,N20,VIIRS,n,2,289.97,13.98,D,0
39.92993,3.86641,328.56,0.45,0.39,2023-01-16,1225,N20,VIIRS,n,2,287.01,4.04,D,0
38.2444,-1.67564,336.03,0.59,0.52,2023-01-16,1225,N20,VIIRS,n,2,286.01,4.38,D,0
43.53893,-5.83316,314.79,0.39,0.36,2023-01-17,0223,N20,VIIRS,n,2,276.94,0.68,N,2
43.52863,-5.72779,306.47,0.39,0.36,2023-01-17,0223,N20,VIIRS,n,2,275.94,1.9,N,2
40.87726,0.15229,301.12,0.43,0.46,2023-01-17,0224,N20,VIIRS,n,2,281.57,0.78,N,0
38.80809,-1.73595,297.01,0.38,0.43,2023-01-17,0224,N20,VIIRS,n,2,277.61,0.53,N,0
41.31258,1.66051,300.29,0.49,0.49,2023-01-17,0224,N20,VIIRS,n,2,283.42,1.05,N,2
42.55217,-6.76729,296.04,0.38,0.36,2023-01-17,0224,N20,VIIRS,n,2,279,0.26,N,0
41.55669,2.23872,330.62,0.57,0.69,2023-01-17,1347,N20,VIIRS,n,2,286.89,4.67,D,0
43.53889,-5.83014,328.83,0.46,0.39,2023-01-18,0204,N20,VIIRS,n,2,263.16,6.71,N,2
39.93643,-3.74434,300.81,0.39,0.36,2023-01-18,0205,N20,VIIRS,n,2,275.69,0.87,N,2
41.45512,1.97984,305.06,0.47,0.4,2023-01-18,0205,N20,VIIRS,n,2,279.8,1.36,N,2
41.4062,1.99778,305.68,0.47,0.4,2023-01-18,0205,N20,VIIRS,n,2,278.87,0.98,N,2
37.35979,-5.86614,295.08,0.41,0.37,2023-01-18,0206,N20,VIIRS,n,2,280.65,0.62,N,2
36.96538,-1.90439,309.65,0.4,0.37,2023-01-18,0206,N20,VIIRS,n,2,284.96,1.22,N,2
37.26952,-5.56087,332.86,0.4,0.37,2023-01-18,1327,N20,VIIRS,n,2,288.1,2.91,D,0
40.04253,-6.22229,337.65,0.4,0.37,2023-01-18,1328,N20,VIIRS,n,2,282.51,4.93,D,0
43.34596,-8.43951,298.3,0.33,0.55,2023-01-19,0146,N20,VIIRS,n,2,276.28,0.75,N,0
41.40521,1.99882,299.37,0.38,0.36,2023-01-19,0146,N20,VIIRS,n,2,276.53,0.76,N,2
36.71727,-3.46041,298.65,0.48,0.4,2023-01-19,0147,N20,VIIRS,n,2,278.43,0.73,N,0
36.96527,-1.90386,298.8,0.42,0.38,2023-01-19,0147,N20,VIIRS,n,2,279.78,1.13,N,2
41.51925,0.57214,330.25,0.48,0.4,2023-01-19,1309,N20,VIIRS,n,2,283.24,3.28,D,0
36.86636,-3.61223,330.28,0.56,0.43,2023-01-20,1249,N20,VIIRS,n,2,292.13,3.21,D,0
41.57278,0.91185,327.47,0.38,0.36,2023-01-20,1250,N20,VIIRS,n,2,283.58,2.32,D,0
38.80703,0.02587,329.13,0.4,0.37,2023-01-20,1250,N20,VIIRS,n,2,296.93,24.17,D,0
41.00692,-0.37668,345.35,0.39,0.36,2023-01-20,1250,N20,VIIRS,n,2,282.48,2.35,D,0
41.00616,-0.38126,340.92,0.39,0.36,2023-01-20,1250,N20,VIIRS,n,2,283.42,2.35,D,0
41.5664,0.96019,328.85,0.38,0.36,2023-01-20,1250,N20,VIIRS,n,2,283.47,1.73,D,0
41.53849,0.73159,328.01,0.38,0.36,2023-01-20,1250,N20,VIIRS,n,2,285.35,2.9,D,0
42.30993,-1.73934,338.42,0.41,0.37,2023-01-20,1251,N20,VIIRS,n,2,280.82,5.63,D,0
42.3066,-1.73829,337.64,0.41,0.37,2023-01-20,1251,N20,VIIRS,n,2,280.13,5.17,D,0
41.31462,1.66272,299.33,0.59,0.53,2023-01-21,0108,N20,VIIRS,n,2,273.17,1.38,N,2
39.95288,-0.00511,296.86,0.35,0.57,2023-01-21,0109,N20,VIIRS,n,2,282.71,0.93,N,2
39.95273,-0.00627,296.88,0.35,0.57,2023-01-21,0109,N20,VIIRS,n,2,281.71,0.98,N,2
36.96934,-1.90806,296.11,0.42,0.61,2023-01-21,0109,N20,VIIRS,n,2,279.91,0.68,N,2
