latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
38.48499,-1.37426,313.17,0.48,0.4,2024-01-01,0141,N20,VIIRS,n,2,267.87,1.74,N,0
37.43216,-1.91282,326.16,0.39,0.36,2024-01-01,1302,N20,VIIRS,n,2,292.64,1.22,D,0
39.93797,-3.54054,344.04,0.4,0.37,2024-01-01,1303,N20,VIIRS,n,2,286.92,3.29,D,0
40.24403,-3.47542,326.46,0.39,0.36,2024-01-01,1303,N20,VIIRS,n,2,285.56,1.89,D,2
39.64626,-3.79404,338.58,0.4,0.37,2024-01-01,1303,N20,VIIRS,n,2,286.86,2.49,D,0
43.52546,-5.73189,327.12,0.41,0.37,2024-01-01,1304,N20,VIIRS,n,2,272.04,4.06,D,2
41.31429,1.66045,304.5,0.41,0.45,2024-01-02,0121,N20,VIIRS,n,2,272.46,1.29,N,2
38.87567,-0.4751,317.69,0.49,0.48,2024-01-02,0122,N20,VIIRS,n,2,271.54,1.15,N,0
38.8712,-0.47568,303.42,0.49,0.48,2024-01-02,0122,N20,VIIRS,n,2,271.68,1.15,N,0
41.31264,1.65995,301.55,0.72,0.75,2024-01-02,0301,N20,VIIRS,n,2,273.74,1.72,N,2
28.61591,-17.86937,302.14,0.43,0.38,2024-01-02,0306,N20,VIIRS,n,2,292.05,2.15,N,2
37.06439,-5.63361,338.22,0.57,0.52,2024-01-02,1244,N20,VIIRS,n,2,291.34,6.78,D,0
39.59016,-1.85238,330.22,0.49,0.4,2024-01-02,1244,N20,VIIRS,n,2,283.84,3.6,D,0
39.59172,-1.85132,325.86,0.49,0.41,2024-01-02,1244,N20,VIIRS,n,2,283.89,3.21,D,0
38.8173,-3.25067,339,0.39,0.44,2024-01-02,1244,N20,VIIRS,n,2,288.76,3.66,D,0
37.85038,-4.78777,327.69,0.49,0.49,2024-01-02,1244,N20,VIIRS,n,2,284.3,3.11,D,0
37.06282,-5.63718,329.42,0.67,0.74,2024-01-02,1424,N20,VIIRS,n,2,287.68,5.92,D,0
41.31182,1.65864,307.52,0.42,0.61,2024-01-03,0243,N20,VIIRS,n,2,275.09,1.52,N,2
43.54495,-5.84767,300.15,0.5,0.41,2024-01-03,0243,N20,VIIRS,n,2,276.55,1.18,N,2
39.85495,-0.13064,328.57,0.45,0.47,2024-01-03,1225,N20,VIIRS,n,2,290.88,2.59,D,0
43.22562,-2.87699,296.23,0.44,0.38,2024-01-04,0224,N20,VIIRS,n,2,278.33,0.77,N,2
40.24363,-3.47698,295.75,0.46,0.39,2024-01-04,0224,N20,VIIRS,n,2,274.43,1.27,N,2
41.45742,1.97667,295.55,0.51,0.49,2024-01-04,0224,N20,VIIRS,n,2,277.25,0.94,N,0
36.17989,-5.42156,299.12,0.45,0.39,2024-01-04,0226,N20,VIIRS,n,2,285.87,1.1,N,0
41.13033,1.02475,326.08,0.63,0.54,2024-01-04,1207,N20,VIIRS,n,2,286.19,4.8,D,0
41.13171,1.02396,325.55,0.63,0.54,2024-01-04,1207,N20,VIIRS,n,2,286.65,3.95,D,0
43.54305,-5.83043,301.11,0.46,0.39,2024-01-05,0205,N20,VIIRS,n,2,277.01,1.15,N,2
43.52752,-5.7304,298.79,0.45,0.39,2024-01-05,0205,N20,VIIRS,n,2,277.47,0.92,N,2
43.52575,-5.73238,296.85,0.45,0.39,2024-01-05,0205,N20,VIIRS,n,2,277.27,1.08,N,2
43.53947,-5.83128,309.08,0.46,0.39,2024-01-05,0205,N20,VIIRS,n,2,278.22,1.15,N,2
36.18074,-5.42001,297.43,0.39,0.36,2024-01-05,0207,N20,VIIRS,n,2,284.52,0.48,N,0
36.1842,-5.39684,299.18,0.39,0.36,2024-01-05,0207,N20,VIIRS,n,2,288.61,0.95,N,0
41.31286,1.65991,314.14,0.39,0.36,2024-01-06,0146,N20,VIIRS,n,2,277.12,1.74,N,2
41.4549,1.98013,299.66,0.38,0.36,2024-01-06,0146,N20,VIIRS,n,2,272.28,0.59,N,2
40.24636,-3.47573,317.16,0.52,0.42,2024-01-06,0147,N20,VIIRS,n,2,276.97,2.98,N,2
40.96182,-6.48573,295.08,0.5,0.49,2024-01-06,0147,N20,VIIRS,n,2,272.59,0.63,N,0
40.24494,-3.47501,315.74,0.52,0.42,2024-01-06,0147,N20,VIIRS,n,2,278.2,2.78,N,2
36.9666,-1.90776,308.44,0.42,0.38,2024-01-06,0148,N20,VIIRS,n,2,279.3,0.98,N,2
43.529,-5.73276,298.03,0.54,0.68,2024-01-06,0326,N20,VIIRS,n,2,276.82,1.69,N,2
43.52696,-5.72641,311.21,0.54,0.68,2024-01-06,0326,N20,VIIRS,n,2,276.87,1.69,N,2
38.66258,-4.04671,335.1,0.39,0.36,2024-01-06,1309,N20,VIIRS,n,2,286.79,7.67,D,0
38.66586,-4.04757,340.92,0.39,0.36,2024-01-06,1309,N20,VIIRS,n,2,283.71,7.67,D,2
41.31365,1.6593,310.89,0.52,0.41,2024-01-07,0127,N20,VIIRS,n,2,278.72,1.27,N,2
41.45515,1.98059,306.89,0.5,0.41,2024-01-07,0127,N20,VIIRS,n,2,280.51,1.25,N,2
43.46236,-5.06137,297.22,0.39,0.59,2024-01-07,0127,N20,VIIRS,n,2,277.26,0.65,N,0
41.45493,1.98,304.63,0.5,0.41,2024-01-07,0127,N20,VIIRS,n,2,280.35,1.58,N,2
40.24376,-3.4739,302.99,0.6,0.53,2024-01-07,0128,N20,VIIRS,n,2,273.27,1.29,N,2
40.24568,-3.47466,313.57,0.6,0.53,2024-01-07,0128,N20,VIIRS,n,2,275.21,3.1,N,2
38.66683,-4.04882,304.93,0.62,0.54,2024-01-07,0128,N20,VIIRS,n,2,265.25,2.95,N,2
36.96664,-1.90811,301.88,0.46,0.47,2024-01-07,0129,N20,VIIRS,n,2,276.84,0.91,N,2
36.18524,-5.3997,297.09,0.35,0.57,2024-01-07,0129,N20,VIIRS,n,2,284.97,1.04,N,0
43.52639,-5.72706,313.13,0.33,0.55,2024-01-07,0307,N20,VIIRS,n,2,277.15,0.92,N,2
38.66196,-4.04774,298.46,0.54,0.68,2024-01-07,0309,N20,VIIRS,n,2,269.27,2.23,N,2
39.28027,-0.54647,329.57,0.4,0.37,2024-01-07,1250,N20,VIIRS,n,2,289.84,2.4,D,0
41.11132,1.03641,333.12,0.38,0.36,2024-01-07,1250,N20,VIIRS,n,2,294.13,15.66,D,0
38.11617,-1.32064,329.5,0.43,0.38,2024-01-07,1250,N20,VIIRS,n,2,290.29,3.25,D,0
38.22555,-1.46262,325.66,0.44,0.38,2024-01-07,1250,N20,VIIRS,n,2,288.89,3.29,D,0
40.2435,-3.47567,331.4,0.48,0.4,2024-01-07,1250,N20,VIIRS,n,2,286.06,3.03,D,2
43.52329,-5.73138,335.97,0.52,0.42,2024-01-07,1251,N20,VIIRS,n,2,282.28,7.69,D,2
41.3136,1.66087,299.05,0.59,0.53,2024-01-08,0109,N20,VIIRS,n,2,276.96,1.56,N,2
40.24432,-3.47817,318.55,0.54,0.68,2024-01-08,0109,N20,VIIRS,n,2,272.54,3.3,N,2
40.24769,-3.47671,315.2,0.54,0.68,2024-01-08,0109,N20,VIIRS,n,2,274.61,2.57,N,2
43.55276,-5.85882,299.82,0.39,0.44,2024-01-08,0249,N20,VIIRS,n,2,277.73,0.83,N,2
40.24298,-3.47369,311.48,0.6,0.53,2024-01-08,0249,N20,VIIRS,n,2,274.04,3.99,N,2
41.31449,1.6622,315.36,0.5,0.66,2024-01-08,0249,N20,VIIRS,n,2,278.62,2.07,N,2
43.52139,-5.73512,295.73,0.39,0.44,2024-01-08,0249,N20,VIIRS,n,2,276.51,0.7,N,2
43.54388,-5.83754,297.52,0.39,0.44,2024-01-08,0249,N20,VIIRS,n,2,276.34,0.66,N,2
43.53032,-5.72983,297,0.39,0.44,2024-01-08,0249,N20,VIIRS,n,2,277.15,0.96,N,2
43.52749,-5.73615,308.77,0.39,0.44,2024-01-08,0249,N20,VIIRS,n,2,277.9,0.97,N,2
43.52643,-5.73144,298.37,0.39,0.44,2024-01-08,0249,N20,VIIRS,n,2,278.39,0.96,N,2
43.52528,-5.73352,324.96,0.39,0.44,2024-01-08,0249,N20,VIIRS,n,2,280.09,2.54,N,2
28.61772,-17.87007,300.31,0.39,0.36,2024-01-08,0253,N20,VIIRS,n,2,287.86,0.94,N,2
38.7158,-0.9821,338.25,0.44,0.46,2024-01-08,1231,N20,VIIRS,n,2,287.34,4.01,D,0
39.0071,1.57292,331.2,0.49,0.4,2024-01-08,1231,N20,VIIRS,n,2,288.08,6.79,D,0
41.68876,0.2573,353.83,0.5,0.41,2024-01-08,1232,N20,VIIRS,n,2,285.02,7.98,D,0
41.70197,0.71412,326.22,0.48,0.4,2024-01-08,1232,N20,VIIRS,n,2,285.63,2.61,D,0
43.54204,-5.83413,306.47,0.4,0.37,2024-01-09,0230,N20,VIIRS,n,2,276.3,1.11,N,2
43.52375,-5.73113,299.56,0.4,0.37,2024-01-09,0230,N20,VIIRS,n,2,275.28,0.76,N,2
43.52707,-5.73001,307.63,0.4,0.37,2024-01-09,0230,N20,VIIRS,n,2,273.93,0.76,N,2
43.55385,-5.86116,302.37,0.4,0.37,2024-01-09,0230,N20,VIIRS,n,2,275.81,0.82,N,2
41.31421,1.6628,302.69,0.59,0.53,2024-01-09,0230,N20,VIIRS,n,2,270.42,1.32,N,2
41.31468,1.66306,300.22,0.59,0.53,2024-01-09,0230,N20,VIIRS,n,2,270.43,1.93,N,2
43.53786,-5.83036,297.17,0.4,0.37,2024-01-09,0230,N20,VIIRS,n,2,273.57,0.81,N,2
40.24668,-3.47572,320.43,0.39,0.36,2024-01-10,0212,N20,VIIRS,n,2,278.22,2.08,N,2
40.2434,-3.47663,305.84,0.39,0.36,2024-01-10,0212,N20,VIIRS,n,2,275.12,1.33,N,2
40.24473,-3.47255,312.85,0.45,0.39,2024-01-11,0153,N20,VIIRS,n,2,277.98,2,N,2
40.24539,-3.47787,312.11,0.45,0.39,2024-01-11,0153,N20,VIIRS,n,2,276.41,2,N,2
39.86848,-0.11494,330.73,0.5,0.41,2024-01-11,1315,N20,VIIRS,n,2,286.83,4.37,D,0
37.14312,-5.84283,328.39,0.4,0.37,2024-01-11,1315,N20,VIIRS,n,2,287.44,1.34,D,0
37.52655,-5.87802,333.02,0.4,0.37,2024-01-11,1315,N20,VIIRS,n,2,289.36,3.22,D,0
39.86475,-0.11424,330.18,0.5,0.41,2024-01-11,1315,N20,VIIRS,n,2,287.63,4.37,D,0
40.10506,-6.48565,342.03,0.39,0.36,2024-01-11,1316,N20,VIIRS,n,2,285.24,4.12,D,0
28.05508,-16.63953,367,0.37,0.58,2024-01-11,1453,N20,VIIRS,h,2,306.62,132.87,D,0
28.05447,-16.64717,351.11,0.37,0.58,2024-01-11,1453,N20,VIIRS,n,2,308.57,103.3,D,0
28.05477,-16.64336,367,0.37,0.58,2024-01-11,1453,N20,VIIRS,l,2,363.88,132.87,D,0
40.24519,-3.47933,298.58,0.5,0.49,2024-01-12,0134,N20,VIIRS,n,2,271.12,1.76,N,2
40.24471,-3.4734,301.59,0.5,0.49,2024-01-12,0134,N20,VIIRS,n,2,273.17,1.68,N,2
37.18169,-6.89903,296.6,0.36,0.57,2024-01-12,0135,N20,VIIRS,n,2,283.31,0.74,N,2
37.18145,-6.89497,303.26,0.36,0.57,2024-01-12,0135,N20,VIIRS,n,2,280.42,0.74,N,0
28.05529,-16.64373,367,0.48,0.48,2024-01-12,0318,N20,VIIRS,h,2,325.54,117.93,N,0
28.05632,-16.64859,340.72,0.48,0.48,2024-01-12,0318,N20,VIIRS,n,2,297.2,108.6,N,0
28.05091,-16.64462,297.01,0.48,0.48,2024-01-12,0318,N20,VIIRS,n,2,286.15,0.86,N,0
28.06845,-16.64124,301.36,0.48,0.48,2024-01-12,0318,N20,VIIRS,n,2,287.77,0.5,N,0
41.90987,2.85475,328.69,0.45,0.39,2024-01-12,1257,N20,VIIRS,n,2,287.14,2.32,D,0
43.52347,-5.72937,330.89,0.46,0.39,2024-01-12,1258,N20,VIIRS,n,2,286.13,2.77,D,2
43.53952,-5.83162,336.97,0.46,0.39,2024-01-12,1258,N20,VIIRS,n,2,288.16,9.24,D,2
43.52593,-5.73607,326.93,0.46,0.39,2024-01-12,1258,N20,VIIRS,n,2,286.72,3.95,D,2
43.52242,-5.73487,327.6,0.46,0.39,2024-01-12,1258,N20,VIIRS,n,2,286.7,3.28,D,2
28.05639,-16.64167,339.37,0.38,0.43,2024-01-12,1434,N20,VIIRS,n,2,306.63,11.79,D,0
28.05243,-16.6408,336.72,0.38,0.43,2024-01-12,1434,N20,VIIRS,l,2,308.12,11.79,D,0
41.60522,2.02165,297.38,0.47,0.48,2024-01-13,0115,N20,VIIRS,n,2,273.79,0.74,N,0
40.24915,-3.47899,312.38,0.45,0.63,2024-01-13,0115,N20,VIIRS,n,2,273.63,2.8,N,2
41.313,1.66135,307.83,0.6,0.71,2024-01-13,0255,N20,VIIRS,n,2,275.43,2.09,N,2
41.31184,1.66102,309.2,0.6,0.71,2024-01-13,0255,N20,VIIRS,n,2,275.87,2.47,N,2
28.0566,-16.64562,352.59,0.42,0.38,2024-01-13,0300,N20,VIIRS,n,2,305.77,15.41,N,0
28.05317,-16.64628,298.95,0.42,0.38,2024-01-13,0300,N20,VIIRS,n,2,287.49,15.41,N,0
39.08579,-0.52285,344.4,0.52,0.41,2024-01-13,1237,N20,VIIRS,n,2,282.24,7.03,D,0
28.05641,-16.64384,337.23,0.39,0.36,2024-01-13,1415,N20,VIIRS,n,2,285.16,2.89,D,0
28.05311,-16.6432,345.99,0.39,0.36,2024-01-13,1415,N20,VIIRS,n,2,291.38,5.39,D,0
41.19356,1.21687,296.37,0.46,0.63,2024-01-14,0056,N20,VIIRS,n,2,270.22,0.48,N,0
41.19498,1.21525,307.23,0.46,0.63,2024-01-14,0056,N20,VIIRS,n,2,268.55,1.16,N,0
40.33531,-1.1056,314.54,0.6,0.71,2024-01-14,0056,N20,VIIRS,n,2,271.82,1.93,N,0
40.33414,-1.10778,315.55,0.6,0.71,2024-01-14,0056,N20,VIIRS,n,2,272.29,2.21,N,0
43.34711,-8.4361,295.87,0.39,0.36,2024-01-14,0236,N20,VIIRS,n,2,268.52,0.48,N,2
28.05394,-16.64343,326.75,0.49,0.4,2024-01-14,1357,N20,VIIRS,n,2,275.6,2.86,D,0
36.17777,-5.42728,296.97,0.4,0.37,2024-01-15,0219,N20,VIIRS,n,2,276.89,0.79,N,2
28.05729,-16.64257,298,0.47,0.48,2024-01-15,0222,N20,VIIRS,n,2,285.69,2.03,N,0
28.05779,-16.6474,324.83,0.47,0.48,2024-01-15,0222,N20,VIIRS,n,2,286.01,2.03,N,0
41.31393,1.65952,306.97,0.41,0.37,2024-01-16,0159,N20,VIIRS,n,2,280.96,1,N,2
41.45517,1.97966,308.51,0.42,0.37,2024-01-16,0159,N20,VIIRS,n,2,281.46,1.49,N,2
36.96639,-1.9044,306.67,0.38,0.36,2024-01-16,0200,N20,VIIRS,n,2,274.45,1.15,N,2
43.53972,-5.83284,299.64,0.59,0.53,2024-01-17,0139,N20,VIIRS,n,2,259.8,2.26,N,2
36.91062,-2.0553,297.24,0.49,0.4,2024-01-17,0141,N20,VIIRS,n,2,283.02,0.59,N,0
36.93655,-2.05076,326.62,0.49,0.4,2024-01-17,0141,N20,VIIRS,n,2,282.97,1.7,N,0
36.96674,-1.90541,310,0.48,0.4,2024-01-17,0141,N20,VIIRS,n,2,286.97,1.49,N,2
36.94025,-2.05006,297.95,0.49,0.4,2024-01-17,0141,N20,VIIRS,n,2,282.28,1.7,N,0
38.95873,-0.58974,296.75,0.45,0.39,2024-01-17,0141,N20,VIIRS,n,2,283.21,1.14,N,0
37.37665,-2.12848,306.93,0.5,0.41,2024-01-17,0141,N20,VIIRS,n,2,281.77,1.18,N,0
28.05627,-16.6441,299.58,0.59,0.53,2024-01-17,0325,N20,VIIRS,n,2,288.25,0.82,N,0
28.05587,-16.64389,300.55,0.59,0.53,2024-01-17,0325,N20,VIIRS,n,2,288.4,0.97,N,0
39.09239,-0.56362,329.6,0.39,0.36,2024-01-17,1302,N20,VIIRS,n,2,294.28,1.82,D,0
39.2905,-0.43599,330.16,0.39,0.36,2024-01-17,1302,N20,VIIRS,n,2,295.69,3.01,D,0
37.15763,-1.86179,331.42,0.39,0.36,2024-01-17,1302,N20,VIIRS,n,2,296.53,2.59,D,0
41.56943,0.34641,344.62,0.42,0.37,2024-01-17,1303,N20,VIIRS,n,2,289.37,12.2,D,0
41.60471,-0.83402,332.74,0.39,0.37,2024-01-17,1303,N20,VIIRS,n,2,285.46,1.91,D,0
41.4332,-1.35163,325.48,0.39,0.36,2024-01-17,1303,N20,VIIRS,n,2,285.48,1.32,D,0
39.41351,-0.43101,330.05,0.39,0.36,2024-01-17,1303,N20,VIIRS,n,2,293.81,2.52,D,0
40.45867,0.42925,329.49,0.41,0.37,2024-01-17,1303,N20,VIIRS,n,2,293.98,3.44,D,0
41.56601,0.34722,338.46,0.42,0.37,2024-01-17,1303,N20,VIIRS,n,2,288.62,5.38,D,0
40.57773,0.54057,297.29,0.45,0.47,2024-01-18,0121,N20,VIIRS,n,2,283,0.68,N,2
41.85101,3.07803,297.41,0.53,0.42,2024-01-18,0121,N20,VIIRS,n,2,284.36,1.43,N,0
41.45626,1.97808,302.35,0.4,0.44,2024-01-18,0121,N20,VIIRS,n,2,284.42,1.18,N,2
41.31325,1.66294,312.43,0.41,0.45,2024-01-18,0121,N20,VIIRS,n,2,284.88,1.29,N,2
41.18706,1.22176,306.82,0.43,0.46,2024-01-18,0121,N20,VIIRS,n,2,283.07,0.89,N,0
41.18659,1.2268,296.01,0.43,0.46,2024-01-18,0121,N20,VIIRS,n,2,283.02,0.89,N,0
41.17447,1.21959,298.03,0.43,0.46,2024-01-18,0121,N20,VIIRS,n,2,287.92,0.83,N,0
40.24635,-3.4759,310.97,0.37,0.58,2024-01-18,0121,N20,VIIRS,n,2,277.2,1.19,N,2
41.85489,3.07858,317.05,0.53,0.42,2024-01-18,0121,N20,VIIRS,n,2,284.42,1.43,N,0
43.52496,-5.73279,299.54,0.51,0.66,2024-01-18,0121,N20,VIIRS,n,2,280.32,2.56,N,2
43.52478,-5.73796,300.57,0.51,0.66,2024-01-18,0121,N20,VIIRS,n,2,281.25,1.91,N,2
43.53079,-5.73115,304.08,0.51,0.66,2024-01-18,0121,N20,VIIRS,n,2,282.46,2.27,N,2
43.53909,-5.83371,297.58,0.51,0.66,2024-01-18,0121,N20,VIIRS,n,2,279.77,0.97,N,2
42.4312,-2.99851,303.83,0.36,0.58,2024-01-18,0121,N20,VIIRS,n,2,278.28,0.87,N,0
43.03585,-2.22357,298.9,0.41,0.61,2024-01-18,0301,N20,VIIRS,n,2,273.42,0.96,N,0
41.31625,1.65759,299.62,0.71,0.75,2024-01-18,0301,N20,VIIRS,n,2,280.8,1.54,N,0
38.16156,-0.74468,345.41,0.47,0.4,2024-01-18,1243,N20,VIIRS,n,2,285.97,5.59,D,0
38.39299,-1.59559,335.8,0.51,0.41,2024-01-18,1244,N20,VIIRS,n,2,295.62,4.84,D,0
40.53574,-1.01804,326.22,0.45,0.39,2024-01-18,1244,N20,VIIRS,n,2,285.9,3.79,D,0
41.11024,1.06537,328.1,0.39,0.36,2024-01-18,1244,N20,VIIRS,n,2,292.49,2.45,D,0
41.54684,0.38214,325.6,0.4,0.37,2024-01-18,1244,N20,VIIRS,n,2,289.35,1.24,D,0
41.31176,1.65973,299.74,0.42,0.61,2024-01-19,0242,N20,VIIRS,n,2,270.49,1.03,N,2
43.53998,-5.82907,331.82,0.34,0.56,2024-01-19,1226,N20,VIIRS,n,2,284.96,2.85,D,2
42.1736,-1.75288,330.57,0.5,0.41,2024-01-20,0224,N20,VIIRS,n,2,273.41,4.52,N,0
43.22561,-2.88097,314.91,0.44,0.38,2024-01-20,0224,N20,VIIRS,n,2,274.69,1.4,N,2
41.91779,2.77972,336.64,0.54,0.51,2024-01-20,0224,N20,VIIRS,n,2,273.91,4.02,N,0
41.91873,2.77966,334.21,0.54,0.51,2024-01-20,0224,N20,VIIRS,n,2,273.16,5.9,N,0
43.55416,-5.86327,297.97,0.39,0.36,2024-01-20,0224,N20,VIIRS,n,2,274.08,1.04,N,2
43.52952,-5.73275,322.62,0.39,0.36,2024-01-20,0224,N20,VIIRS,n,2,273.4,2.39,N,2
43.54232,-5.83242,300.93,0.39,0.36,2024-01-20,0224,N20,VIIRS,n,2,276.68,2.02,N,2
43.52625,-5.73374,300.07,0.39,0.36,2024-01-20,0224,N20,VIIRS,n,2,276.63,1.72,N,2
43.52549,-5.72904,297.72,0.39,0.36,2024-01-20,0224,N20,VIIRS,n,2,276.06,1.72,N,2
43.53905,-5.83342,328.98,0.39,0.36,2024-01-20,0224,N20,VIIRS,n,2,275.84,2.02,N,2
43.52299,-5.73475,330.26,0.39,0.36,2024-01-20,0224,N20,VIIRS,n,2,276.16,1.72,N,2
41.49002,-5.00269,297.28,0.4,0.37,2024-01-20,0224,N20,VIIRS,n,2,270.53,1.02,N,0
36.96842,-1.90544,298.53,0.41,0.45,2024-01-20,0225,N20,VIIRS,n,2,282.12,1.04,N,2
42.05822,-1.79056,332.24,0.41,0.6,2024-01-20,1207,N20,VIIRS,n,2,276.98,2.65,D,0
43.53849,-5.8283,338.36,0.57,0.69,2024-01-20,1208,N20,VIIRS,n,2,284.1,5.12,D,2
43.52512,-5.72774,341.8,0.56,0.69,2024-01-20,1208,N20,VIIRS,n,2,285.91,6.09,D,2
43.52824,-5.73051,341.28,0.56,0.69,2024-01-20,1208,N20,VIIRS,n,2,285.51,5.88,D,2
43.52474,-5.73153,331.25,0.46,0.47,2024-01-20,1348,N20,VIIRS,n,2,286.37,3.8,D,2
42.50375,-5.51997,325.97,0.46,0.47,2024-01-20,1348,N20,VIIRS,n,2,282.6,3.14,D,0
40.57771,0.54039,298.14,0.43,0.38,2024-01-21,0205,N20,VIIRS,n,2,279.76,0.86,N,2
40.94241,-0.23603,295.31,0.41,0.37,2024-01-21,0205,N20,VIIRS,n,2,274.94,0.47,N,0
40.94575,-0.23502,305.79,0.41,0.37,2024-01-21,0205,N20,VIIRS,n,2,275.12,0.54,N,0
41.48526,-0.53406,305.81,0.4,0.37,2024-01-21,0205,N20,VIIRS,n,2,272.64,1.06,N,0
41.64597,-0.76806,301.67,0.39,0.36,2024-01-21,0205,N20,VIIRS,n,2,272.97,0.61,N,0
41.98514,-1.2737,319.18,0.39,0.36,2024-01-21,0205,N20,VIIRS,n,2,269.89,1.75,N,0
41.40824,1.99681,295.08,0.47,0.4,2024-01-21,0205,N20,VIIRS,n,2,276.42,0.93,N,2
43.34588,-8.4576,316.39,0.39,0.44,2024-01-21,0205,N20,VIIRS,n,2,280.59,1.49,N,0
40.26279,-3.86046,301.08,0.39,0.36,2024-01-21,0206,N20,VIIRS,n,2,275.73,1.13,N,0
40.26609,-3.85963,313.12,0.39,0.36,2024-01-21,0206,N20,VIIRS,n,2,275.31,1.13,N,0
37.33476,-6.51787,303.49,0.42,0.38,2024-01-21,0207,N20,VIIRS,n,2,279.46,0.89,N,0
37.3354,-6.52264,299.25,0.42,0.38,2024-01-21,0207,N20,VIIRS,n,2,279.13,0.73,N,0
40.24392,-3.4731,327.25,0.49,0.4,2024-01-21,1328,N20,VIIRS,n,2,288.97,3.39,D,2
38.30873,-6.18823,328.08,0.39,0.37,2024-01-21,1328,N20,VIIRS,n,2,288.19,1.85,D,0
43.16779,-3.77717,329.87,0.52,0.41,2024-01-21,1329,N20,VIIRS,n,2,284.6,4.01,D,0
43.27895,-3.74947,308.02,0.39,0.44,2024-01-22,0146,N20,VIIRS,n,2,276.63,1.11,N,0
43.3073,-3.02502,295.59,0.54,0.42,2024-01-22,0146,N20,VIIRS,n,2,282.22,0.85,N,0
40.57537,0.5419,296.73,0.39,0.37,2024-01-22,0146,N20,VIIRS,n,2,277.85,0.54,N,0
41.31196,1.66021,314.63,0.39,0.36,2024-01-22,0146,N20,VIIRS,n,2,278.15,1.91,N,2
41.40738,1.99663,306.18,0.38,0.36,2024-01-22,0146,N20,VIIRS,n,2,276.78,1.12,N,2
41.45414,1.9809,298.17,0.38,0.36,2024-01-22,0146,N20,VIIRS,n,2,279.1,0.57,N,2
43.26392,-3.7709,298.39,0.39,0.44,2024-01-22,0146,N20,VIIRS,n,2,277.06,0.66,N,0
43.26441,-3.76877,298.76,0.39,0.44,2024-01-22,0146,N20,VIIRS,n,2,278.58,0.65,N,0
43.27847,-3.74441,295.22,0.39,0.44,2024-01-22,0146,N20,VIIRS,n,2,273.44,0.52,N,0
40.24508,-3.47591,314.96,0.52,0.42,2024-01-22,0147,N20,VIIRS,n,2,276.11,2.61,N,2
36.96911,-1.90653,303.04,0.42,0.38,2024-01-22,0148,N20,VIIRS,n,2,280.95,0.51,N,2
37.17871,-6.89605,296.24,0.48,0.48,2024-01-22,0148,N20,VIIRS,n,2,282.31,0.66,N,0
43.1845,-3.66323,313.16,0.69,0.75,2024-01-22,0326,N20,VIIRS,n,2,275.73,5.54,N,0
43.18608,-3.66781,334.15,0.69,0.75,2024-01-22,0326,N20,VIIRS,n,2,275.98,8.06,N,0
37.28025,-3.7483,336.58,0.39,0.36,2024-01-22,1308,N20,VIIRS,n,2,285.92,2.51,D,0
38.16053,-1.02921,326.05,0.4,0.37,2024-01-22,1309,N20,VIIRS,n,2,291.61,1.33,D,0
38.30024,-1.51253,337.25,0.39,0.36,2024-01-22,1309,N20,VIIRS,n,2,293.24,5.04,D,0
38.32967,-1.30169,330.99,0.4,0.37,2024-01-22,1309,N20,VIIRS,n,2,293.32,3.6,D,0
41.31319,1.65866,301.01,0.52,0.41,2024-01-23,0127,N20,VIIRS,n,2,278.83,1.13,N,2
40.24686,-3.47625,308.02,0.6,0.53,2024-01-23,0128,N20,VIIRS,n,2,276.84,2.36,N,2
36.18024,-5.425,305.85,0.35,0.57,2024-01-23,0129,N20,VIIRS,n,2,284.07,1.16,N,2
36.19463,-5.40299,320.16,0.35,0.57,2024-01-23,0129,N20,VIIRS,n,2,281.33,0.96,N,0
36.1945,-5.40359,313.48,0.35,0.57,2024-01-23,0129,N20,VIIRS,n,2,281.12,0.85,N,0
43.5255,-5.73655,309.26,0.32,0.55,2024-01-23,0307,N20,VIIRS,n,2,277.48,0.84,N,2
43.52919,-5.73011,295.86,0.32,0.55,2024-01-23,0307,N20,VIIRS,n,2,274.56,0.84,N,2
40.24674,-3.47471,313.62,0.52,0.67,2024-01-23,0308,N20,VIIRS,n,2,276.67,2.22,N,2
36.1925,-5.39765,322.78,0.54,0.68,2024-01-23,0309,N20,VIIRS,n,2,281.62,4.07,N,0
40.75012,0.47647,343.77,0.39,0.36,2024-01-23,1250,N20,VIIRS,n,2,291.37,7.17,D,0
39.25145,-6.4538,326.6,0.46,0.47,2024-01-23,1250,N20,VIIRS,n,2,286.73,3.44,D,0
37.61174,-2.03328,325.45,0.47,0.4,2024-01-23,1250,N20,VIIRS,n,2,297.43,1.98,D,0
36.4758,-5.41048,330.16,0.47,0.48,2024-01-23,1250,N20,VIIRS,n,2,289.35,3.98,D,0
43.28308,-2.54405,331.63,0.41,0.37,2024-01-23,1251,N20,VIIRS,n,2,287.55,3.29,D,0
43.2559,-5.42924,328.86,0.51,0.41,2024-01-23,1251,N20,VIIRS,n,2,288.92,2.97,D,0
41.94511,-0.45128,335.01,0.39,0.36,2024-01-23,1251,N20,VIIRS,n,2,287.99,1.22,D,0
43.53805,-5.83121,335.89,0.53,0.42,2024-01-23,1251,N20,VIIRS,n,2,287.77,5.91,D,2
